6
1	6	90.000000	0.000000	90.000000
0.0000000000000000e+00	1.0000000000000000e+00	5.0000000000000000e-01	1.0000000000000000e+00
0.0000000000000000e+00	1.0000000000000000e+00	0.0000000000000000e+00	1.6666666666666666e-01
5.0000000000000000e-01	1.0000000000000000e+00	5.0000000000000000e-01	7.5000000000000000e-01
5.0000000000000000e-01	7.5000000000000000e-01	1.6666666666666666e-01	2.5000000000000000e-01
1.6666666666666666e-01	2.5000000000000000e-01	8.3333333333333329e-02	8.3333333333333329e-02
0.0000000000000000e+00	1.6666666666666666e-01	8.3333333333333329e-02	8.3333333333333329e-02
2	6	34.000000	56.000000	3.000000
5.0000000000000000e-01	1.0000000000000000e+00	1.0000000000000000e+00	1.0000000000000000e+00
5.0000000000000000e-01	1.0000000000000000e+00	5.0000000000000000e-01	7.5000000000000000e-01
1.0000000000000000e+00	1.0000000000000000e+00	1.0000000000000000e+00	1.6666666666666666e-01
5.0000000000000000e-01	7.5000000000000000e-01	8.3333333333333337e-01	2.5000000000000000e-01
8.3333333333333337e-01	2.5000000000000000e-01	9.1666666666666663e-01	8.3333333333333329e-02
9.1666666666666663e-01	8.3333333333333329e-02	1.0000000000000000e+00	1.6666666666666666e-01
3	3	120.000000	34.000000	44.000000
5.0000000000000000e-01	7.5000000000000000e-01	1.6666666666666666e-01	2.5000000000000000e-01
5.0000000000000000e-01	7.5000000000000000e-01	8.3333333333333337e-01	2.5000000000000000e-01
1.6666666666666666e-01	2.5000000000000000e-01	8.3333333333333337e-01	2.5000000000000000e-01
4	4	56.000000	90.000000	12.000000
0.0000000000000000e+00	1.6666666666666666e-01	0.0000000000000000e+00	0.0000000000000000e+00
0.0000000000000000e+00	1.6666666666666666e-01	8.3333333333333329e-02	8.3333333333333329e-02
8.3333333333333329e-02	8.3333333333333329e-02	1.2500000000000000e-01	0.0000000000000000e+00
0.0000000000000000e+00	0.0000000000000000e+00	1.2500000000000000e-01	0.0000000000000000e+00
5	6	58.000000	85.000000	4.000000
1.6666666666666666e-01	2.5000000000000000e-01	8.3333333333333337e-01	2.5000000000000000e-01
1.6666666666666666e-01	2.5000000000000000e-01	8.3333333333333329e-02	8.3333333333333329e-02
8.3333333333333337e-01	2.5000000000000000e-01	9.1666666666666663e-01	8.3333333333333329e-02
8.3333333333333329e-02	8.3333333333333329e-02	1.2500000000000000e-01	0.0000000000000000e+00
9.1666666666666663e-01	8.3333333333333329e-02	8.7500000000000000e-01	0.0000000000000000e+00
1.2500000000000000e-01	0.0000000000000000e+00	8.7500000000000000e-01	0.0000000000000000e+00
6	4	67.500000	21.000000	56.000000
9.1666666666666663e-01	8.3333333333333329e-02	1.0000000000000000e+00	1.6666666666666666e-01
9.1666666666666663e-01	8.3333333333333329e-02	8.7500000000000000e-01	0.0000000000000000e+00
1.0000000000000000e+00	1.6666666666666666e-01	1.0000000000000000e+00	0.0000000000000000e+00
8.7500000000000000e-01	0.0000000000000000e+00	1.0000000000000000e+00	0.0000000000000000e+00
0.600000	0.000000	0.600000	0.300000	0.600000	0.600000	0.000000	
0.600000	0.000000	0.000000	0.500000	0.600000	0.600000	0.600000	
0.000000	0.000000	0.000000	0.000000	0.600000	0.700000	0.600000	
0.600000	0.000000	0.000000	0.000000	0.000000	0.600000	0.600000	
0.600000	0.000000	0.000000	0.000000	0.000000	0.000000	0.600000	
0.600000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	
